motor_front,motor_back,pitch_filter,gyro
244, 756, 12.682763, 64.109383
287, 713, 13.115997, 53.336346
317, 683, 13.494036, 45.798271
354, 646, 13.816008, 36.612202
377, 623, 14.103149, 30.752647
401, 599, 14.363965, 24.801538
410, 590, 14.608917, 22.665243
422, 578, 14.829865, 19.582872
420, 580, 15.043715, 20.193243
422, 578, 15.244036, 19.735466
424, 576, 15.424448, 19.155615
429, 571, 15.592236, 17.904356
442, 558, 15.740509, 14.669394
455, 545, 15.883550, 11.281838
470, 530, 16.006624, 7.711173
492, 508, 16.095259, 2.095767
511, 489, 16.147354, -2.787194
532, 468, 16.153950, -8.036378
549, 451, 16.109020, -12.308969
576, 424, 16.010555, -19.023043
597, 403, 15.865295, -24.394300
624, 376, 15.667629, -31.108372
653, 347, 15.424037, -38.432816
680, 320, 15.142534, -45.085850
706, 294, 14.822942, -51.677849
735, 265, 14.463091, -58.758144
751, 249, 14.081139, -62.969700
786, 214, 13.646101, -71.545395
801, 199, 13.185563, -75.390732
822, 178, 12.700424, -80.639908
853, 147, 12.171397, -88.391617
879, 121, 11.613632, -94.769981
906, 94, 11.020860, -101.545090
929, 71, 10.396692, -107.496201
961, 39, 9.727240, -115.431015
988, 12, 9.008606, -122.084045
1020, -20, 8.227624, -130.201981
1046, -46, 7.406110, -136.732925
1070, -70, 6.547585, -142.500931
1087, -87, 5.633701, -146.895599
1096, -96, 4.685491, -149.214996
1091, -91, 3.673224, -147.933228
1073, -73, 2.664999, -143.385971
1056, -56, 1.664377, -139.113373
1031, -31, 0.664932, -132.948639
1005, -5, -0.292596, -126.417679
978, 22, -1.194531, -119.612053
953, 47, -2.041976, -113.294716
925, 75, -2.825143, -106.367012
893, 107, -3.547323, -98.432205
866, 134, -4.221228, -91.687607
841, 159, -4.842755, -85.339760
813, 187, -5.424574, -78.351021
775, 225, -5.951072, -68.798729
737, 263, -6.467247, -59.460072
697, 303, -6.935877, -49.358444
659, 341, -7.355785, -39.836666
635, 365, -7.741830, -33.763485
606, 394, -8.067260, -26.652670
599, 401, -8.342711, -24.974150
605, 395, -8.601118, -26.439039
615, 385, -8.841594, -28.819483
624, 376, -9.035770, -31.169409
636, 364, -9.224867, -34.129704
650, 350, -9.420165, -37.517262
665, 335, -9.640172, -41.484665
671, 329, -9.870456, -42.919037
662, 338, -10.112623, -40.660667
647, 353, -10.342843, -36.754299
623, 377, -10.556325, -30.772667
585, 415, -10.762909, -21.281412
550, 450, -10.933218, -12.614154
520, 480, -11.076727, -5.167638
494, 506, -11.171795, 1.668508
475, 525, -11.221796, 6.368358
460, 540, -11.201376, 10.000061
452, 548, -11.140366, 12.197394
448, 552, -11.049358, 13.112949
444, 556, -10.914064, 14.120060
432, 568, -10.753144, 17.232948
415, 585, -10.575981, 21.413984
385, 615, -10.371578, 28.860500
344, 656, -10.126181, 39.145233
312, 688, -9.874886, 47.019012
276, 724, -9.576572, 56.174564
238, 762, -9.219730, 65.635307
185, 815, -8.763672, 78.758263
139, 861, -8.116098, 90.446854
93, 907, -7.433589, 101.891296
76, 924, -6.782579, 106.072334
59, 941, -5.900236, 110.344917
53, 947, -4.954034, 111.992920
44, 956, -4.053366, 114.190254
22, 978, -2.973099, 119.714104
-10, 1010, -1.916052, 127.618408
-37, 1037, -0.792882, 134.332474
-51, 1051, 0.004631, 137.842087
-48, 1048, 0.698957, 137.018097
-42, 1042, 1.457844, 135.675278
-25, 1025, 2.296046, 131.402695
-6, 1006, 3.049059, 126.550247
9, 991, 3.799819, 122.888031
34, 966, 4.530078, 116.692772
60, 940, 5.237391, 110.100769
92, 908, 5.922501, 102.135445
118, 882, 6.569569, 95.543449
143, 857, 7.176349, 89.317665
165, 835, 7.743243, 83.976929
183, 817, 8.272323, 79.277077
196, 804, 8.768546, 76.133675
211, 789, 9.234152, 72.318863
227, 773, 9.673264, 68.412491
241, 759, 10.091397, 64.994423
249, 751, 10.500040, 62.919155
268, 732, 10.885673, 58.127750
270, 730, 11.289929, 57.608936
291, 709, 11.667086, 52.298714
297, 703, 12.039927, 50.955898
314, 686, 12.385660, 46.622272
330, 670, 12.706905, 42.654865
336, 664, 13.014855, 41.128941
353, 647, 13.295431, 36.856350
374, 626, 13.543739, 31.607168
398, 602, 13.760278, 25.564501
416, 584, 13.954880, 21.017244
441, 559, 14.123712, 14.883023
462, 538, 14.262123, 9.603321
489, 511, 14.356694, 2.797693
511, 489, 14.414622, -2.878750
534, 466, 14.434067, -8.646748
563, 437, 14.406605, -15.757561
594, 406, 14.326254, -23.631336
623, 377, 14.204856, -30.986298
646, 354, 14.044096, -36.632225
668, 332, 13.849585, -42.186592
690, 310, 13.600436, -47.618889
700, 300, 13.323936, -50.151920
712, 288, 13.018123, -53.020664
720, 280, 12.691727, -55.156956
728, 272, 12.351526, -57.079624
734, 266, 12.009926, -58.697105
745, 255, 11.662049, -61.382732
760, 240, 11.303516, -65.014435
764, 236, 10.945067, -66.113106
778, 222, 10.573413, -69.714279
792, 208, 10.199542, -73.101837
808, 192, 9.816518, -77.160805
830, 170, 9.408550, -82.684647
856, 144, 8.967139, -89.185089
867, 133, 8.510558, -91.931755
887, 113, 8.018400, -96.997833
921, 79, 7.477840, -105.451462
947, 53, 6.898499, -111.921379
963, 37, 6.297100, -115.949829
996, 4, 5.635266, -124.067749
1013, -13, 4.911455, -128.279312
1030, -30, 4.152011, -132.643463
1041, -41, 3.369565, -135.268051
1060, -60, 2.557566, -140.120483
1068, -68, 1.732880, -142.073669
1071, -71, 0.876788, -142.989227
1074, -74, 0.001840, -143.599594
1061, -61, -0.863554, -140.425659
1043, -43, -1.714800, -135.756332
1024, -24, -2.552767, -131.148041
996, 4, -3.381686, -124.128784
974, 26, -4.175789, -118.635460
946, 54, -4.927717, -111.677231
926, 74, -5.633905, -106.702721
907, 93, -6.297630, -101.850273
888, 112, -6.909484, -97.180946
865, 135, -7.468387, -91.443459
852, 148, -7.989732, -88.208504
832, 168, -8.470745, -83.142426
809, 191, -8.916174, -77.435471
782, 218, -9.350348, -70.538284
754, 246, -9.758950, -63.519032
723, 277, -10.138494, -55.858883
694, 306, -10.488153, -48.595482
673, 327, -10.817309, -43.376816
645, 355, -11.109024, -36.479630
627, 373, -11.371850, -31.810297
609, 391, -11.601801, -27.385115
588, 412, -11.791235, -22.074894
574, 426, -11.959054, -18.656820
566, 434, -12.111606, -16.612080
551, 449, -12.237634, -12.919339
546, 454, -12.350629, -11.576525
534, 466, -12.444442, -8.646748
524, 476, -12.529636, -6.113712
515, 485, -12.610795, -3.763787
503, 497, -12.699973, -0.864528
490, 510, -12.773646, 2.614582
482, 518, -12.837753, 4.628803
472, 528, -12.881701, 7.161839
462, 538, -12.902232, 9.572803
458, 542, -12.888347, 10.579913
452, 548, -12.852807, 12.075320
448, 552, -12.792683, 13.204505
445, 555, -12.715586, 13.753838
440, 560, -12.618759, 15.035615
435, 565, -12.498835, 16.469986
425, 575, -12.364581, 18.941986
409, 591, -12.215536, 22.756798
391, 609, -12.051164, 27.365093
372, 628, -11.873165, 32.095463
341, 659, -11.671313, 39.999752
324, 676, -11.454282, 44.089237
304, 696, -11.209668, 49.246864
266, 734, -10.911387, 58.524490
245, 755, -10.585353, 63.773678
219, 781, -10.215950, 70.487747
195, 805, -9.810851, 76.286270
168, 832, -9.363757, 83.030853
146, 854, -8.880262, 88.737816
130, 870, -8.372569, 92.583153
114, 886, -7.828265, 96.642113
103, 897, -7.264435, 99.266701
89, 911, -6.678077, 102.928925
63, 937, -6.050926, 109.307297
37, 963, -5.398027, 115.807739
33, 967, -4.757537, 116.784332
20, 980, -4.113781, 120.141357
8, 992, -3.456695, 123.010101
9, 991, -2.801435, 122.888031
8, 992, -2.136151, 123.010101
12, 988, -1.447733, 122.216621
19, 981, -0.768543, 120.324471
23, 977, -0.095015, 119.378403
31, 969, 0.563032, 117.272629
44, 956, 1.200817, 114.159737
60, 940, 1.835292, 110.222847
79, 921, 2.445954, 105.431442
96, 904, 3.038040, 101.067291
115, 885, 3.610854, 96.397964
137, 863, 4.157701, 90.782555
161, 839, 4.694371, 84.984039
177, 823, 5.212411, 80.772484
195, 805, 5.709922, 76.438858
209, 791, 6.189810, 72.776634
220, 780, 6.653601, 70.152046
228, 772, 7.104844, 68.137817
231, 769, 7.548390, 67.344345
246, 754, 7.968557, 63.712635
245, 755, 8.397009, 63.987301
264, 736, 8.802965, 59.043304
257, 743, 9.228924, 60.904934
277, 723, 9.643595, 55.899899
278, 722, 10.056627, 55.564194
285, 715, 10.461920, 53.763603
302, 698, 10.840302, 49.643600
313, 687, 11.207041, 46.957973
323, 677, 11.561844, 44.272343
336, 664, 11.894123, 41.098419
352, 648, 12.200286, 37.008942
369, 631, 12.479617, 32.888943
378, 622, 12.742629, 30.661093
383, 617, 12.982077, 29.257242
392, 608, 13.193571, 27.212502
404, 596, 13.377038, 24.191170
417, 583, 13.535922, 20.834133
436, 564, 13.666593, 16.103764
461, 539, 13.755380, 9.969543
482, 518, 13.811986, 4.537248
498, 502, 13.845189, 0.691916
519, 481, 13.850818, -4.831935
543, 457, 13.824826, -10.905118
564, 436, 13.766923, -16.184820
590, 410, 13.669510, -22.654743
611, 389, 13.537038, -27.781853
635, 365, 13.370005, -33.763485
658, 342, 13.167521, -39.684074
681, 319, 12.928094, -45.452072
705, 295, 12.654865, -51.281109
725, 275, 12.356363, -56.347179
746, 254, 12.029537, -61.718437
767, 233, 11.681609, -66.815025
785, 215, 11.316344, -71.392799
806, 194, 10.928361, -76.550430
824, 176, 10.522302, -81.189240
839, 161, 10.100135, -84.759911
852, 148, 9.663700, -88.177986
863, 137, 9.197680, -90.863609
873, 127, 8.710601, -93.366127
885, 115, 8.198704, -96.356941
898, 102, 7.661469, -99.591904
900, 100, 7.117875, -100.171753
901, 99, 6.546793, -100.476936
898, 102, 5.970348, -99.713974
906, 94, 5.367329, -101.636642
903, 97, 4.760579, -100.812645
910, 90, 4.134051, -102.704788
916, 84, 3.492726, -104.047607
924, 76, 2.844794, -106.000793
937, 63, 2.184580, -109.418869
940, 60, 1.527423, -110.059753
943, 57, 0.867260, -110.761673
939, 61, 0.187831, -109.968193
935, 65, -0.493639, -108.808495
933, 67, -1.179549, -108.320198
929, 71, -1.860961, -107.343605
922, 78, -2.528505, -105.726128
913, 87, -3.176901, -103.498276
909, 91, -3.804183, -102.308052
903, 97, -4.410877, -100.751602
888, 112, -4.984745, -97.180946
869, 131, -5.524350, -92.389534
853, 147, -6.054533, -88.330582
825, 175, -6.557546, -81.280800
797, 203, -7.040066, -74.322578
759, 241, -7.488566, -64.770287
722, 278, -7.905231, -55.614735
677, 323, -8.296081, -44.383923
640, 360, -8.646684, -35.197853
594, 406, -8.928818, -23.722893
565, 435, -9.168369, -16.490005
520, 480, -9.321995, -5.137120
497, 503, -9.404267, 0.966582
480, 520, -9.443437, 5.056062
463, 537, -9.434482, 9.450728
450, 550, -9.387102, 12.624653
438, 562, -9.309619, 15.707024
425, 575, -9.195665, 18.819912
414, 586, -9.059142, 21.505541
402, 598, -8.909517, 24.526873
387, 613, -8.739472, 28.372204
374, 626, -8.559201, 31.698721
361, 639, -8.376375, 34.903164
346, 654, -8.182652, 38.687462
332, 668, -7.976074, 42.013977
319, 681, -7.754457, 45.401531
304, 696, -7.514360, 49.185829
294, 706, -7.257323, 51.566269
287, 713, -6.984048, 53.458420
286, 714, -6.705202, 53.611012
281, 719, -6.407371, 54.862267
279, 721, -6.099695, 55.442120
278, 722, -5.773733, 55.655750
274, 726, -5.435849, 56.662861
275, 725, -5.093933, 56.357674
273, 727, -4.749322, 56.784935
269, 731, -4.402980, 57.944637
259, 741, -4.076932, 60.355598
244, 756, -3.750780, 64.231453
224, 776, -3.413873, 69.083893
204, 796, -3.062457, 74.027901
185, 815, -2.695415, 78.788780
169, 831, -2.313428, 82.817230
153, 847, -1.898975, 86.906708
136, 864, -1.443425, 91.026703
126, 874, -0.952675, 93.681816
127, 873, -0.446967, 93.285072
132, 868, 0.075495, 92.155891
132, 868, 0.629330, 92.003296
131, 869, 1.193871, 92.369522
141, 859, 1.744848, 89.928040
154, 846, 2.280817, 86.632042
159, 841, 2.811541, 85.380783
177, 823, 3.333359, 80.864044
182, 818, 3.854407, 79.704338
204, 796, 4.342068, 74.211006
201, 799, 4.834321, 74.943451
216, 784, 5.304411, 71.037079
215, 785, 5.779142, 71.433823
236, 764, 6.218009, 66.123604
234, 766, 6.660884, 66.703461
255, 745, 7.070241, 61.332191
273, 727, 7.458095, 56.998566
281, 719, 7.847215, 54.831749
307, 693, 8.202930, 48.331310
330, 670, 8.526110, 42.715904
340, 660, 8.839561, 40.213383
356, 644, 9.127164, 36.093384
378, 622, 9.388822, 30.691610
401, 599, 9.614384, 24.832056
419, 581, 9.811593, 20.254280
435, 565, 9.984361, 16.256357
448, 552, 10.137244, 13.204505
461, 539, 10.259647, 9.969543
471, 529, 10.354046, 7.314432
477, 523, 10.420793, 5.819025
478, 522, 10.469423, 5.513840
482, 518, 10.498625, 4.567766
487, 513, 10.510156, 3.377544
494, 506, 10.508594, 1.607471
502, 498, 10.502110, -0.528825
515, 485, 10.478351, -3.794305
523, 477, 10.450847, -5.961120
534, 466, 10.413194, -8.555192
547, 453, 10.357774, -11.820673
557, 443, 10.286304, -14.475783
570, 430, 10.196877, -17.619190
585, 415, 10.090100, -21.250893
601, 399, 9.966986, -25.309855
618, 382, 9.827406, -29.674002
639, 361, 9.665445, -34.984222
661, 339, 9.480639, -40.385998
688, 312, 9.267319, -47.191628
712, 288, 9.027948, -53.051182
740, 260, 8.746705, -60.192513
760, 240, 8.438688, -65.167030
789, 211, 8.087678, -72.308357
817, 183, 7.697437, -79.297096
845, 155, 7.261795, -86.346870
873, 127, 6.782470, -93.488205
894, 106, 6.267996, -98.706871
909, 91, 5.726118, -102.369087
915, 85, 5.167361, -103.833977
928, 72, 4.561075, -107.007904
944, 56, 3.920712, -111.249969
946, 54, 3.275422, -111.524643
954, 46, 2.616420, -113.630417
960, 40, 1.951968, -115.003754
966, 34, 1.281395, -116.621231
963, 37, 0.608124, -115.827751
959, 41, -0.058119, -114.942719
948, 52, -0.712371, -112.196045
935, 65, -1.352943, -108.869537
919, 81, -1.980301, -104.841087
900, 100, -2.621515, -100.080200
873, 127, -3.236103, -93.488205
848, 152, -3.824319, -87.018280
821, 179, -4.383231, -80.426277
791, 209, -4.903296, -72.857689
766, 234, -5.398736, -66.570877
741, 259, -5.856646, -60.467178
708, 292, -6.261140, -52.135628
678, 322, -6.616455, -44.536514
653, 347, -6.933068, -38.371780
622, 378, -7.203441, -30.620075
599, 401, -7.437370, -24.943632
575, 425, -7.628109, -18.839931
562, 438, -7.795829, -15.696524
540, 460, -7.919706, -10.203192
526, 474, -8.002782, -6.663045
518, 482, -8.068067, -4.587787
501, 499, -8.106222, -0.345714
482, 518, -8.118280, 4.506729
466, 534, -8.111487, 8.596210
447, 553, -8.075158, 13.448653
430, 570, -8.011118, 17.507614
418, 582, -7.927064, 20.620502
405, 595, -7.820334, 23.916502
395, 605, -7.695296, 26.357983
394, 606, -7.553493, 26.571613
392, 608, -7.397942, 27.090427
390, 610, -7.231421, 27.517685
388, 612, -7.047978, 28.128056
390, 610, -6.863586, 27.548204
394, 606, -6.675411, 26.571613
388, 612, -6.480713, 28.158575
384, 616, -6.288036, 29.104649
381, 619, -6.100119, 29.837093
376, 624, -5.917244, 31.118870
367, 633, -5.739404, 33.468796
358, 642, -5.554492, 35.544052
346, 654, -5.356508, 38.626423
335, 665, -5.144962, 41.373089
323, 677, -4.918574, 44.333382
306, 694, -4.669118, 48.728050
298, 702, -4.410202, 50.620193
286, 714, -4.137104, 53.641529
271, 729, -3.846115, 57.456341
262, 738, -3.546747, 59.653675
248, 752, -3.227740, 63.010708
236, 764, -2.879349, 66.154121
227, 773, -2.514455, 68.290413
219, 781, -2.138994, 70.487747
209, 791, -1.757183, 72.959747
194, 806, -1.365422, 76.530418
185, 815, -0.957901, 78.849815
177, 823, -0.530580, 80.955597
165, 835, -0.073376, 83.763298
165, 835, 0.389931, 83.946411
173, 827, 0.849611, 81.810112
174, 826, 1.331749, 81.596489
174, 826, 1.822342, 81.718559
180, 820, 2.312842, 80.009521
198, 802, 2.786915, 75.523308
211, 789, 3.253163, 72.288338
217, 783, 3.731833, 70.853973
231, 769, 4.193449, 67.466423
247, 753, 4.624158, 63.315899
249, 751, 5.051454, 62.827602
261, 739, 5.449315, 59.867302
277, 723, 5.816359, 55.838860
273, 727, 6.184636, 56.754417
287, 713, 6.532475, 53.397381
308, 692, 6.847733, 48.026123
322, 678, 7.155355, 44.638565
329, 671, 7.472825, 42.807457
345, 655, 7.773144, 38.840054
357, 643, 8.058004, 35.910275
370, 630, 8.320150, 32.675312
379, 621, 8.561232, 30.386425
387, 613, 8.768164, 28.341686
397, 603, 8.954477, 25.930723
405, 595, 9.130776, 23.855465
413, 587, 9.303870, 21.963318
422, 578, 9.468860, 19.735466
430, 570, 9.620514, 17.629688
436, 564, 9.760305, 16.012209
447, 553, 9.883365, 13.418135
459, 541, 9.992249, 10.427320
466, 534, 10.091694, 8.596210
476, 524, 10.178731, 6.215765
484, 516, 10.249077, 4.079470
498, 502, 10.293736, 0.691916
509, 491, 10.317765, -2.482009
522, 478, 10.317986, -5.747490
536, 464, 10.298836, -9.074007
557, 443, 10.247979, -14.262154
570, 430, 10.179070, -17.588671
592, 408, 10.080214, -23.234596
616, 384, 9.951150, -29.216225
640, 360, 9.791833, -35.136814
663, 337, 9.600647, -40.996368
690, 310, 9.372337, -47.649406
714, 286, 9.106330, -53.722591
736, 264, 8.804571, -59.185402
754, 246, 8.472705, -63.641102
772, 228, 8.086240, -68.157837
786, 214, 7.680833, -71.545395
801, 199, 7.245542, -75.329689
810, 190, 6.790749, -77.557541
820, 180, 6.315069, -80.212646
824, 176, 5.826978, -81.219757
826, 174, 5.336321, -81.677536
821, 179, 4.852590, -80.426277
812, 188, 4.374946, -78.228943
817, 183, 3.883357, -79.480202
819, 181, 3.385912, -79.999016
813, 187, 2.914452, -78.289978
823, 177, 2.438664, -80.945091
835, 165, 1.960977, -83.935913
828, 172, 1.511774, -82.074280
847, 153, 1.051617, -86.957245
863, 137, 0.571266, -90.955162
860, 140, 0.112188, -90.222717
890, 110, -0.389093, -97.638725
887, 113, -0.872269, -96.967316
915, 85, -1.400015, -103.895012
909, 91, -1.925966, -102.460640
914, 86, -2.474808, -103.681381
887, 113, -3.009159, -96.784203
859, 141, -3.548378, -89.795464
811, 189, -4.139702, -77.862732
764, 236, -4.712707, -66.235176
707, 293, -5.241195, -51.921997
658, 342, -5.716553, -39.562000
617, 383, -6.134630, -29.460373
587, 413, -6.462905, -21.891783
560, 440, -6.711845, -15.116672
536, 464, -6.877622, -9.196081
545, 455, -7.013633, -11.362895
536, 464, -7.094218, -9.196081
538, 462, -7.126345, -9.653859
537, 463, -7.142488, -9.348674
533, 467, -7.150453, -8.280526
527, 473, -7.159222, -6.754601
517, 483, -7.167441, -4.465713
512, 488, -7.195752, -3.061861
500, 500, -7.217806, -0.040529
490, 510, -7.229357, 2.614582
472, 528, -7.222736, 7.070284
453, 547, -7.195773, 11.892209
438, 562, -7.155118, 15.615467
421, 579, -7.083433, 19.918577
410, 590, -6.989242, 22.512650
399, 601, -6.864777, 25.411909
395, 605, -6.719928, 26.388502
386, 614, -6.537097, 28.616352
377, 623, -6.338749, 30.996796
371, 629, -6.132537, 32.492203
353, 647, -5.906861, 36.764793
341, 659, -5.676217, 39.786125
322, 678, -5.435331, 44.730122
308, 692, -5.187866, 48.209236
280, 720, -4.914423, 55.167454
258, 742, -4.623794, 60.721821
231, 769, -4.306706, 67.252792
216, 784, -3.969938, 71.159157
200, 800, -3.602148, 75.065529
192, 808, -3.206574, 77.140785
190, 810, -2.785630, 77.690125
192, 808, -2.346705, 77.201828
188, 812, -1.878271, 78.025818
189, 811, -1.411898, 77.781677
187, 813, -0.957511, 78.422562
182, 818, -0.506169, 79.734856
175, 825, -0.052673, 81.291298
176, 824, 0.407816, 81.138710
184, 816, 0.866394, 79.216042
188, 812, 1.319669, 78.178413
188, 812, 1.781230, 78.147888
191, 809, 2.242545, 77.415451
214, 786, 2.692974, 71.647453
215, 785, 3.145759, 71.311745
226, 774, 3.596609, 68.626114
256, 744, 4.005556, 61.118561
259, 741, 4.423570, 60.447155
278, 722, 4.822598, 55.564194
302, 698, 5.179708, 49.552048
306, 694, 5.527544, 48.605976
311, 689, 5.865696, 47.476791
327, 673, 6.169616, 43.387310
341, 659, 6.453474, 39.938717
352, 648, 6.717895, 37.039459
359, 641, 6.972107, 35.299904
367, 633, 7.217170, 33.377239
375, 625, 7.451897, 31.485094
381, 619, 7.678769, 29.867611
390, 610, 7.893909, 27.639759
401, 599, 8.086515, 24.954130
411, 589, 8.260483, 22.451612
422, 578, 8.415819, 19.521835
431, 569, 8.561046, 17.355022
446, 554, 8.697088, 13.570727
461, 539, 8.815593, 9.969543
477, 523, 8.910123, 5.880062
495, 505, 8.978681, 1.302286
514, 486, 9.017209, -3.702750
531, 469, 9.029027, -7.975341
549, 451, 9.013884, -12.461561
572, 428, 8.956134, -18.229561
592, 408, 8.868476, -23.204077
614, 386, 8.742213, -28.636372
627, 373, 8.589581, -31.932371
642, 358, 8.409044, -35.686150
649, 351, 8.211336, -37.364670
660, 340, 7.985789, -40.172371
666, 334, 7.746845, -41.515186
670, 330, 7.488072, -42.735928
682, 318, 7.212653, -45.574146
692, 308, 6.935795, -48.137703
707, 293, 6.649191, -51.921997
722, 278, 6.359690, -55.553699
736, 264, 6.073720, -59.032810
747, 253, 5.780026, -61.809994
755, 245, 5.478375, -63.915775
769, 231, 5.153844, -67.333847
780, 220, 4.808708, -70.233093
790, 210, 4.437844, -72.613541
805, 195, 4.045201, -76.458878
819, 181, 3.633797, -79.754868
824, 176, 3.208803, -81.189240
823, 177, 2.776407, -80.792503
820, 180, 2.312876, -80.151611
822, 178, 1.832154, -80.578873
813, 187, 1.345924, -78.381538
793, 207, 0.880000, -73.376503
793, 207, 0.391304, -73.407021
787, 213, -0.115293, -71.820061
756, 244, -0.574269, -64.190437
761, 239, -1.051708, -65.472214
752, 248, -1.504082, -63.061253
728, 272, -1.916314, -57.079624
